x-axis,1
second,Volt
-20.00000E+00,
-19.98438E+00,+2.52E-03
-19.96875E+00,+2.49E-03
-19.95313E+00,+2.45E-03
-19.93750E+00,+2.44E-03
-19.92188E+00,+2.46E-03
-19.90625E+00,+2.43E-03
-19.89063E+00,+2.46E-03
-19.87500E+00,+2.46E-03
-19.85938E+00,+2.46E-03
-19.84375E+00,+2.47E-03
-19.82813E+00,+2.47E-03
-19.81250E+00,+2.44E-03
-19.79688E+00,+2.45E-03
-19.78125E+00,+2.46E-03
-19.76563E+00,+2.45E-03
-19.75000E+00,+2.44E-03
-19.73438E+00,+2.44E-03
-19.71875E+00,+2.42E-03
-19.70313E+00,+2.40E-03
-19.68750E+00,+2.43E-03
-19.67188E+00,+2.43E-03
-19.65625E+00,+2.41E-03
-19.64063E+00,+2.44E-03
-19.62500E+00,+2.43E-03
-19.60938E+00,+2.43E-03
-19.59375E+00,+2.44E-03
-19.57813E+00,+2.45E-03
-19.56250E+00,+2.44E-03
-19.54688E+00,+2.43E-03
-19.53125E+00,+2.47E-03
-19.51563E+00,+2.45E-03
-19.50000E+00,+2.44E-03
-19.48438E+00,+2.45E-03
-19.46875E+00,+2.43E-03
-19.45313E+00,+2.39E-03
-19.43750E+00,+2.40E-03
-19.42188E+00,+2.38E-03
-19.40625E+00,+2.36E-03
-19.39063E+00,+2.39E-03
-19.37500E+00,+2.38E-03
-19.35938E+00,+2.38E-03
-19.34375E+00,+2.39E-03
-19.32813E+00,+2.39E-03
-19.31250E+00,+2.38E-03
-19.29688E+00,+2.38E-03
-19.28125E+00,+2.40E-03
-19.26563E+00,+2.38E-03
-19.25000E+00,+2.38E-03
-19.23438E+00,+2.38E-03
-19.21875E+00,+2.37E-03
-19.20313E+00,+2.37E-03
-19.18750E+00,+2.36E-03
-19.17188E+00,+2.37E-03
-19.15625E+00,+2.34E-03
-19.14063E+00,+2.37E-03
-19.12500E+00,+2.38E-03
-19.10938E+00,+2.37E-03
-19.09375E+00,+2.38E-03
-19.07813E+00,+2.38E-03
-19.06250E+00,+2.39E-03
-19.04688E+00,+2.38E-03
-19.03125E+00,+2.40E-03
-19.01563E+00,+2.37E-03
-19.00000E+00,+2.35E-03
-18.98438E+00,+2.34E-03
-18.96875E+00,+2.33E-03
-18.95313E+00,+2.35E-03
-18.93750E+00,+2.33E-03
-18.92188E+00,+2.32E-03
-18.90625E+00,+2.30E-03
-18.89063E+00,+2.33E-03
-18.87500E+00,+2.34E-03
-18.85938E+00,+2.34E-03
-18.84375E+00,+2.36E-03
-18.82813E+00,+2.35E-03
-18.81250E+00,+2.37E-03
-18.79688E+00,+2.36E-03
-18.78125E+00,+2.37E-03
-18.76563E+00,+2.35E-03
-18.75000E+00,+2.35E-03
-18.73438E+00,+2.36E-03
-18.71875E+00,+2.34E-03
-18.70313E+00,+2.35E-03
-18.68750E+00,+2.32E-03
-18.67188E+00,+2.31E-03
-18.65625E+00,+2.30E-03
-18.64063E+00,+2.32E-03
-18.62500E+00,+2.32E-03
-18.60938E+00,+2.32E-03
-18.59375E+00,+2.33E-03
-18.57813E+00,+2.32E-03
-18.56250E+00,+2.33E-03
-18.54688E+00,+2.33E-03
-18.53125E+00,+2.33E-03
-18.51563E+00,+2.33E-03
-18.50000E+00,+2.33E-03
-18.48438E+00,+2.33E-03
-18.46875E+00,+2.31E-03
-18.45313E+00,+2.30E-03
-18.43750E+00,+2.28E-03
-18.42188E+00,+2.28E-03
-18.40625E+00,+2.25E-03
-18.39063E+00,+2.26E-03
-18.37500E+00,+2.27E-03
-18.35938E+00,+2.26E-03
-18.34375E+00,+2.26E-03
-18.32813E+00,+2.27E-03
-18.31250E+00,+2.30E-03
-18.29688E+00,+2.29E-03
-18.28125E+00,+2.28E-03
-18.26563E+00,+2.29E-03
-18.25000E+00,+2.28E-03
-18.23438E+00,+2.28E-03
-18.21875E+00,+2.28E-03
-18.20313E+00,+2.28E-03
-18.18750E+00,+2.26E-03
-18.17188E+00,+2.25E-03
-18.15625E+00,+2.24E-03
-18.14063E+00,+2.23E-03
-18.12500E+00,+2.24E-03
-18.10938E+00,+2.24E-03
-18.09375E+00,+2.25E-03
-18.07813E+00,+2.24E-03
-18.06250E+00,+2.26E-03
-18.04688E+00,+2.26E-03
-18.03125E+00,+2.24E-03
-18.01563E+00,+2.25E-03
-18.00000E+00,+2.23E-03
-17.98438E+00,+2.23E-03
-17.96875E+00,+2.22E-03
-17.95313E+00,+2.19E-03
-17.93750E+00,+2.18E-03
-17.92188E+00,+2.20E-03
-17.90625E+00,+2.19E-03
-17.89063E+00,+2.17E-03
-17.87500E+00,+2.19E-03
-17.85938E+00,+2.18E-03
-17.84375E+00,+2.19E-03
-17.82813E+00,+2.19E-03
-17.81250E+00,+2.23E-03
-17.79688E+00,+2.23E-03
-17.78125E+00,+2.23E-03
-17.76563E+00,+2.25E-03
-17.75000E+00,+2.22E-03
-17.73438E+00,+2.22E-03
-17.71875E+00,+2.21E-03
-17.70313E+00,+2.21E-03
-17.68750E+00,+2.20E-03
-17.67188E+00,+2.21E-03
-17.65625E+00,+2.21E-03
-17.64063E+00,+2.20E-03
-17.62500E+00,+2.22E-03
-17.60938E+00,+2.24E-03
-17.59375E+00,+2.22E-03
-17.57813E+00,+2.20E-03
-17.56250E+00,+2.19E-03
-17.54688E+00,+2.18E-03
-17.53125E+00,+2.18E-03
-17.51563E+00,+2.20E-03
-17.50000E+00,+2.19E-03
-17.48438E+00,+2.19E-03
-17.46875E+00,+2.17E-03
-17.45313E+00,+2.16E-03
-17.43750E+00,+2.14E-03
-17.42188E+00,+2.16E-03
-17.40625E+00,+2.16E-03
-17.39063E+00,+2.13E-03
-17.37500E+00,+2.14E-03
-17.35938E+00,+2.13E-03
-17.34375E+00,+2.12E-03
-17.32813E+00,+2.13E-03
-17.31250E+00,+2.15E-03
-17.29688E+00,+2.13E-03
-17.28125E+00,+2.16E-03
-17.26563E+00,+2.17E-03
-17.25000E+00,+2.15E-03
-17.23438E+00,+2.14E-03
-17.21875E+00,+2.14E-03
-17.20313E+00,+2.13E-03
-17.18750E+00,+2.12E-03
-17.17188E+00,+2.14E-03
-17.15625E+00,+2.15E-03
-17.14063E+00,+2.11E-03
-17.12500E+00,+2.13E-03
-17.10938E+00,+2.13E-03
-17.09375E+00,+2.13E-03
-17.07813E+00,+2.13E-03
-17.06250E+00,+2.13E-03
-17.04688E+00,+2.11E-03
-17.03125E+00,+2.13E-03
